fips,county,pop_total,pop_margin,male_total,male_error,female_total,female_error
29183,"St. Charles County, Missouri",190350,1499,99551,962,90799,1065
29185,"St. Clair County, Missouri",3363,212,1815,135,1548,165
29186,"Ste. Genevieve County, Missouri",7796,395,4221,266,3575,255
29187,"St. Francois County, Missouri",24477,844,12395,642,12082,485
29189,"St. Louis County, Missouri",479121,2488,239564,1639,239557,1837
29195,"Saline County, Missouri",10401,356,5451,218,4950,255
29197,"Schuyler County, Missouri",1793,92,963,65,830,66
29199,"Scotland County, Missouri",2174,125,1201,75,973,90
29201,"Scott County, Missouri",17439,492,8959,343,8480,325
29203,"Shannon County, Missouri",3128,231,1731,152,1397,136
29205,"Shelby County, Missouri",2840,137,1542,86,1298,98
29207,"Stoddard County, Missouri",11973,448,6552,265,5421,321
29209,"Stone County, Missouri",11803,488,5966,286,5837,344
29211,"Sullivan County, Missouri",2694,159,1452,100,1242,97
29213,"Taney County, Missouri",22038,743,10876,544,11162,560
29215,"Texas County, Missouri",9232,544,4634,453,4598,389
29217,"Vernon County, Missouri",9336,365,4664,216,4672,240
29219,"Warren County, Missouri",14791,502,7845,387,6946,394
29221,"Washington County, Missouri",8538,471,4349,337,4189,298
29223,"Wayne County, Missouri",4812,295,2387,201,2425,185
29225,"Webster County, Missouri",14333,508,8068,352,6265,389
29227,"Worth County, Missouri",1005,61,543,36,462,43
29229,"Wright County, Missouri",6354,375,3605,231,2749,252
29510,"St. Louis city, Missouri",142795,1689,70703,1171,72092,1148
30001,"Beaverhead County, Montana",4459,252,2440,160,2019,190
30003,"Big Horn County, Montana",4628,274,2288,167,2340,161
30005,"Blaine County, Montana",2473,145,1376,98,1097,94
30007,"Broadwater County, Montana",2595,168,1509,115,1086,113
30009,"Carbon County, Montana",4957,182,2689,130,2268,130
30011,"Carter County, Montana",594,74,371,49,223,39
30013,"Cascade County, Montana",38993,679,20916,492,18077,482
30015,"Chouteau County, Montana",2476,115,1358,71,1118,79
30017,"Custer County, Montana",5915,250,3030,161,2885,150
30019,"Daniels County, Montana",997,109,562,71,435,62
30021,"Dawson County, Montana",4518,261,2639,181,1879,181
30023,"Deer Lodge County, Montana",3914,311,2085,226,1829,205
30025,"Fallon County, Montana",1650,119,970,91,680,86
30027,"Fergus County, Montana",5626,248,3062,204,2564,175
30029,"Flathead County, Montana",41718,819,21206,639,20512,564
30031,"Gallatin County, Montana",49369,674,26824,580,22545,522
30033,"Garfield County, Montana",583,61,328,45,255,31
30035,"Glacier County, Montana",4498,270,2185,209,2313,195
30037,"Golden Valley County, Montana",331,53,190,32,141,28
30039,"Granite County, Montana",1228,98,682,69,546,62
30041,"Hill County, Montana",7430,317,3942,190,3488,202
30043,"Jefferson County, Montana",5160,216,2891,131,2269,157
30045,"Judith Basin County, Montana",912,69,483,54,429,42
30047,"Lake County, Montana",11357,407,5833,348,5524,260
30049,"Lewis and Clark County, Montana",32832,732,16497,535,16335,477
30051,"Liberty County, Montana",879,119,466,74,413,65
30053,"Lincoln County, Montana",7058,399,3719,297,3339,274
30055,"McCone County, Montana",987,87,562,58,425,50
30057,"Madison County, Montana",3643,209,1977,119,1666,173
30059,"Meagher County, Montana",909,111,488,64,421,65
30061,"Mineral County, Montana",1518,147,769,103,749,85
30063,"Missoula County, Montana",56422,1265,28531,883,27891,810
30065,"Musselshell County, Montana",1984,188,1187,106,797,125
30067,"Park County, Montana",7502,372,3831,246,3671,230
30069,"Petroleum County, Montana",245,45,134,27,111,28
30071,"Phillips County, Montana",1756,116,991,66,765,89
30073,"Pondera County, Montana",2676,156,1399,117,1277,85
30075,"Powder River County, Montana",894,92,511,58,383,57
30077,"Powell County, Montana",2732,168,1571,174,1161,97
30079,"Prairie County, Montana",519,61,284,39,235,39
30081,"Ravalli County, Montana",16803,575,8569,415,8234,343
30083,"Richland County, Montana",5438,224,3235,165,2203,180
30085,"Roosevelt County, Montana",3566,199,1868,139,1698,121
30087,"Rosebud County, Montana",3974,154,2192,99,1782,104
30089,"Sanders County, Montana",3881,276,2100,183,1781,175
30091,"Sheridan County, Montana",1763,123,973,85,790,78
30093,"Silver Bow County, Montana",15893,542,8628,359,7265,357
30095,"Stillwater County, Montana",4294,178,2446,113,1848,110
30097,"Sweet Grass County, Montana",1637,90,977,69,660,72
30099,"Teton County, Montana",2666,148,1461,101,1205,92
30101,"Toole County, Montana",2255,215,1273,201,982,103
30103,"Treasure County, Montana",346,46,198,30,148,29
30105,"Valley County, Montana",3526,155,1930,114,1596,89
30107,"Wheatland County, Montana",798,123,458,78,340,67
30109,"Wibaux County, Montana",439,74,250,49,189,37
30111,"Yellowstone County, Montana",77133,989,40665,648,36468,708
31001,"Adams County, Nebraska",15526,430,8380,307,7146,282
31003,"Antelope County, Nebraska",3161,114,1771,62,1390,91
31005,"Arthur County, Nebraska",203,33,108,22,95,17
31007,"Banner County, Nebraska",413,53,219,30,194,36
31009,"Blaine County, Nebraska",312,33,185,21,127,19
31011,"Boone County, Nebraska",2705,96,1510,73,1195,70
31013,"Box Butte County, Nebraska",5438,229,2863,155,2575,167
31015,"Boyd County, Nebraska",976,82,534,49,442,44
31017,"Brown County, Nebraska",1543,116,806,73,737,91
31019,"Buffalo County, Nebraska",26074,429,13478,298,12596,369
31021,"Burt County, Nebraska",3085,124,1563,82,1522,84
31023,"Butler County, Nebraska",4171,142,2307,93,1864,113
31025,"Cass County, Nebraska",12936,302,6756,213,6180,218
31027,"Cedar County, Nebraska",4353,123,2364,84,1989,94
31029,"Chase County, Nebraska",2044,131,1141,92,903,85
31031,"Cherry County, Nebraska",3211,157,1663,103,1548,132
31033,"Cheyenne County, Nebraska",5406,192,2872,122,2534,136
31035,"Clay County, Nebraska",3186,116,1762,73,1424,98
31037,"Colfax County, Nebraska",4979,197,2975,134,2004,132
31039,"Cuming County, Nebraska",4682,158,2603,100,2079,113
31041,"Custer County, Nebraska",5576,152,3093,105,2483,113
31043,"Dakota County, Nebraska",10254,443,5383,287,4871,339
31045,"Dawes County, Nebraska",4686,280,2492,207,2194,220
31047,"Dawson County, Nebraska",12006,288,6683,198,5323,232
31049,"Deuel County, Nebraska",1015,66,573,50,442,42
31051,"Dixon County, Nebraska",2907,79,1554,50,1353,58
31053,"Dodge County, Nebraska",17848,334,9457,221,8391,323
31055,"Douglas County, Nebraska",269360,1610,139181,1115,130179,1142
31057,"Dundy County, Nebraska",928,81,541,72,387,51
31059,"Fillmore County, Nebraska",2983,103,1587,61,1396,66
31061,"Franklin County, Nebraska",1515,71,807,61,708,43
31063,"Frontier County, Nebraska",1262,77,694,47,568,57
31065,"Furnas County, Nebraska",2276,108,1266,73,1010,72
31067,"Gage County, Nebraska",10869,283,5614,170,5255,210
31069,"Garden County, Nebraska",967,86,494,57,473,53
31071,"Garfield County, Nebraska",888,87,452,64,436,59
31073,"Gosper County, Nebraska",1031,71,515,50,516,44
31075,"Grant County, Nebraska",338,46,198,37,140,31
31077,"Greeley County, Nebraska",1117,57,639,37,478,39
31079,"Hall County, Nebraska",30404,550,16119,370,14285,415
31081,"Hamilton County, Nebraska",4641,165,2502,104,2139,129
31083,"Harlan County, Nebraska",1603,98,865,68,738,62
31085,"Hayes County, Nebraska",604,60,359,43,245,33
31087,"Hitchcock County, Nebraska",1355,80,748,47,607,55
31089,"Holt County, Nebraska",5383,170,2869,100,2514,124
31091,"Hooker County, Nebraska",330,60,178,37,152,33
31093,"Howard County, Nebraska",3187,123,1698,94,1489,92
31095,"Jefferson County, Nebraska",3726,151,1997,96,1729,115
31097,"Johnson County, Nebraska",2099,284,1046,232,1053,99
31099,"Kearney County, Nebraska",3438,127,1862,79,1576,100
31101,"Keith County, Nebraska",4097,144,2159,104,1938,109
31103,"Keya Paha County, Nebraska",473,64,290,40,183,42
31105,"Kimball County, Nebraska",1722,104,962,77,760,81
31107,"Knox County, Nebraska",4126,129,2214,85,1912,84
31109,"Lancaster County, Nebraska",155479,1587,80710,1005,74769,1062
31111,"Lincoln County, Nebraska",17222,519,9463,279,7759,371
31113,"Logan County, Nebraska",347,53,199,29,148,33
31115,"Loup County, Nebraska",292,43,154,28,138,26
31117,"McPherson County, Nebraska",198,52,109,30,89,27
31119,"Madison County, Nebraska",18145,464,9603,287,8542,305
31121,"Merrick County, Nebraska",4020,196,2056,130,1964,115
31123,"Morrill County, Nebraska",2341,111,1310,83,1031,93
31125,"Nance County, Nebraska",1801,75,967,47,834,59
31127,"Nemaha County, Nebraska",3342,142,1744,104,1598,100
31129,"Nuckolls County, Nebraska",2225,107,1240,80,985,66
31131,"Otoe County, Nebraska",7875,258,4087,144,3788,173
31133,"Pawnee County, Nebraska",1266,68,736,42,530,40
31135,"Perkins County, Nebraska",1474,75,819,42,655,59
31137,"Phelps County, Nebraska",4681,163,2433,109,2248,122
31139,"Pierce County, Nebraska",3630,122,1862,98,1768,69
31141,"Platte County, Nebraska",17176,353,9369,256,7807,223
31143,"Polk County, Nebraska",2732,82,1522,59,1210,56
31145,"Red Willow County, Nebraska",5465,270,3030,166,2435,187
31147,"Richardson County, Nebraska",3975,182,2127,113,1848,141
31149,"Rock County, Nebraska",740,65,418,42,322,42
31151,"Saline County, Nebraska",6747,301,3537,249,3210,198
31153,"Sarpy County, Nebraska",87895,931,46785,632,41110,615
31155,"Saunders County, Nebraska",10403,268,5544,206,4859,179
31157,"Scotts Bluff County, Nebraska",17927,454,9326,317,8601,280
31159,"Seward County, Nebraska",8208,239,4482,143,3726,173
31161,"Sheridan County, Nebraska",2481,110,1206,63,1275,78
31163,"Sherman County, Nebraska",1490,92,832,52,658,62
31165,"Sioux County, Nebraska",673,72,382,47,291,47
31167,"Stanton County, Nebraska",3131,118,1639,70,1492,85
31169,"Thayer County, Nebraska",2359,116,1263,84,1096,63
31171,"Thomas County, Nebraska",429,43,222,25,207,27
31173,"Thurston County, Nebraska",2394,103,1192,66,1202,60
31175,"Valley County, Nebraska",2210,99,1159,58,1051,72
31177,"Washington County, Nebraska",10756,273,5768,157,4988,211
31179,"Wayne County, Nebraska",5125,239,2831,195,2294,170
31181,"Webster County, Nebraska",1639,78,881,65,758,49
31183,"Wheeler County, Nebraska",509,62,293,42,216,41
31185,"York County, Nebraska",7175,342,3902,188,3273,224
32001,"Churchill County, Nevada",10081,481,5700,341,4381,320
32003,"Clark County, Nevada",893489,4332,480060,2560,413429,3173
32005,"Douglas County, Nevada",20184,636,10663,391,9521,499
32007,"Elko County, Nevada",25160,620,14504,374,10656,430
32009,"Esmeralda County, Nevada",365,100,222,66,143,49
32011,"Eureka County, Nevada",878,131,525,102,353,70
32013,"Humboldt County, Nevada",7664,324,4534,227,3130,250
32015,"Lander County, Nevada",2503,241,1561,192,942,168
32017,"Lincoln County, Nevada",1659,203,900,150,759,131
32019,"Lyon County, Nevada",19429,680,10826,488,8603,506
32021,"Mineral County, Nevada",1665,191,897,148,768,122
32023,"Nye County, Nevada",13482,658,7591,432,5891,459
32027,"Pershing County, Nevada",1983,239,1108,200,875,133
32029,"Storey County, Nevada",1775,213,815,154,960,132
32031,"Washoe County, Nevada",199108,2038,107016,1362,92092,1406
32033,"White Pine County, Nevada",3823,281,2141,192,1682,200
32510,"Carson City, Nevada",22634,692,11810,537,10824,514
33001,"Belknap County, New Hampshire",29876,675,15291,450,14585,525
33003,"Carroll County, New Hampshire",22365,585,11444,420,10921,353
33005,"Cheshire County, New Hampshire",38710,799,19690,533,19020,459
33007,"Coos County, New Hampshire",14619,424,7621,312,6998,220
33009,"Grafton County, New Hampshire",43761,914,22583,522,21178,629
33011,"Hillsborough County, New Hampshire",208667,1776,111310,1002,97357,1329
33013,"Merrimack County, New Hampshire",74850,973,38159,620,36691,681
33015,"Rockingham County, New Hampshire",159113,1597,84361,854,74752,1178
33017,"Strafford County, New Hampshire",63443,1161,32038,784,31405,813
33019,"Sullivan County, New Hampshire",21304,521,10714,310,10590,383
34001,"Atlantic County, New Jersey",124139,1314,62506,937,61633,901
34003,"Bergen County, New Jersey",442502,2639,236518,1775,205984,1905
34005,"Burlington County, New Jersey",218967,1690,113685,1251,105282,1029
34007,"Camden County, New Jersey",233984,2040,119326,1272,114658,1511
34009,"Cape May County, New Jersey",42553,841,22486,569,20067,571
34011,"Cumberland County, New Jersey",60464,1201,30854,766,29610,914
34013,"Essex County, New Jersey",345184,2607,175988,1740,169196,1645
34015,"Gloucester County, New Jersey",137963,1602,70480,1052,67483,1176
34017,"Hudson County, New Jersey",325578,2341,177886,1557,147692,1705
34019,"Hunterdon County, New Jersey",63186,924,33343,620,29843,697
34021,"Mercer County, New Jersey",172853,1736,90202,1213,82651,1106
34023,"Middlesex County, New Jersey",391725,2510,209715,1501,182010,1694
34025,"Monmouth County, New Jersey",299819,1724,161908,1330,137911,1294
34027,"Morris County, New Jersey",249221,1811,134039,1212,115182,1254
34029,"Ocean County, New Jersey",236747,2140,122411,1358,114336,1452
34031,"Passaic County, New Jersey",223343,2012,119746,1415,103597,1534
34033,"Salem County, New Jersey",28450,584,14810,366,13640,377
34035,"Somerset County, New Jersey",165145,1651,88596,1109,76549,1118
34037,"Sussex County, New Jersey",73103,881,38639,612,34464,520
34039,"Union County, New Jersey",258093,2126,137104,1479,120989,1672
34041,"Warren County, New Jersey",51836,848,27618,549,24218,659
35001,"Bernalillo County, New Mexico",306605,2403,161260,1820,145345,1850
35003,"Catron County, New Mexico",1089,179,581,141,508,118
35005,"Chaves County, New Mexico",26461,770,14014,541,12447,467
35006,"Cibola County, New Mexico",9350,649,4769,446,4581,470
35007,"Colfax County, New Mexico",5078,290,2559,233,2519,191
35009,"Curry County, New Mexico",22128,745,13057,531,9071,504
35011,"De Baca County, New Mexico",685,143,392,124,293,81
35013,"Do–a Ana County, New Mexico",88265,1515,46355,1116,41910,1251
35015,"Eddy County, New Mexico",24438,761,14158,443,10280,535
35017,"Grant County, New Mexico",10758,589,5424,411,5334,371
35019,"Guadalupe County, New Mexico",1262,202,652,150,610,130
35021,"Harding County, New Mexico",195,53,92,27,103,40
35023,"Hidalgo County, New Mexico",1878,140,936,99,942,91
35025,"Lea County, New Mexico",27741,572,16934,453,10807,432
35027,"Lincoln County, New Mexico",7919,546,4426,345,3493,334
35028,"Los Alamos County, New Mexico",8824,325,4880,202,3944,239
35029,"Luna County, New Mexico",8498,422,4363,352,4135,299
35031,"McKinley County, New Mexico",22049,707,10491,552,11558,487
35033,"Mora County, New Mexico",1362,330,681,282,681,155
35035,"Otero County, New Mexico",24162,794,13518,579,10644,531
35037,"Quay County, New Mexico",2927,277,1570,169,1357,198
35039,"Rio Arriba County, New Mexico",15336,594,7150,406,8186,372
35041,"Roosevelt County, New Mexico",8451,374,4575,271,3876,241
35043,"Sandoval County, New Mexico",56579,1030,28821,570,27758,750
35045,"San Juan County, New Mexico",51153,1066,27659,729,23494,736
35047,"San Miguel County, New Mexico",9923,617,5072,410,4851,407
35049,"Santa Fe County, New Mexico",68836,1033,35477,897,33359,764
35051,"Sierra County, New Mexico",4066,407,2108,263,1958,267
35053,"Socorro County, New Mexico",5578,474,2791,336,2787,368
35055,"Taos County, New Mexico",13438,751,6723,470,6715,540
35057,"Torrance County, New Mexico",5327,372,2863,283,2464,212
35059,"Union County, New Mexico",1585,133,909,117,676,72
35061,"Valencia County, New Mexico",27172,882,14617,607,12555,555
36001,"Albany County, New York",151308,1513,76207,942,75101,1082
36003,"Allegany County, New York",19834,448,10564,298,9270,283
36005,"Bronx County, New York",532133,4048,264069,2505,268064,2602
36007,"Broome County, New York",86308,1239,45166,863,41142,863
36009,"Cattaraugus County, New York",33602,506,17504,351,16098,358
36011,"Cayuga County, New York",35807,697,18674,536,17133,406
36013,"Chautauqua County, New York",56246,1032,29405,738,26841,684
36015,"Chemung County, New York",38069,927,18832,761,19237,496
36017,"Chenango County, New York",20889,602,11106,385,9783,373
36019,"Clinton County, New York",35071,730,18147,570,16924,499
36021,"Columbia County, New York",29116,704,15479,481,13637,466
36023,"Cortland County, New York",23054,616,11832,429,11222,407
36025,"Delaware County, New York",19620,587,10396,454,9224,352
36027,"Dutchess County, New York",139708,1702,73542,1206,66166,1162
36029,"Erie County, New York",427717,2188,217582,1807,210135,1597
36031,"Essex County, New York",17153,535,8777,330,8376,352
36033,"Franklin County, New York",19626,626,10581,451,9045,389
36035,"Fulton County, New York",23589,544,11896,410,11693,367
36037,"Genesee County, New York",29356,502,15651,419,13705,337
36039,"Greene County, New York",19150,603,9842,449,9308,425
36041,"Hamilton County, New York",1901,142,1030,103,871,87
36043,"Herkimer County, New York",28237,608,14759,422,13478,382
36045,"Jefferson County, New York",53347,1001,30998,752,22349,615
36047,"Kings County, New York",1115279,4391,559244,2914,556035,3000
36049,"Lewis County, New York",11599,258,6361,184,5238,220
36051,"Livingston County, New York",29965,677,15220,519,14745,394
36053,"Madison County, New York",32248,681,16934,456,15314,444
36055,"Monroe County, New York",348983,2790,177374,1514,171609,2051
36057,"Montgomery County, New York",20899,502,11117,323,9782,299
36059,"Nassau County, New York",643646,2755,338793,1789,304853,2110
36061,"New York County, New York",852406,4991,430381,3376,422025,3367
36063,"Niagara County, New York",97654,1136,49778,744,47876,823
36065,"Oneida County, New York",101806,1250,51982,913,49824,780
36067,"Onondaga County, New York",215304,1618,110291,1157,105013,1060
36069,"Ontario County, New York",52370,766,26933,550,25437,592
36071,"Orange County, New York",170035,1614,90814,1143,79221,1097
36073,"Orleans County, New York",17130,590,8945,444,8185,402
36075,"Oswego County, New York",51262,968,26561,710,24701,550
36077,"Otsego County, New York",27465,599,13378,424,14087,366
36079,"Putnam County, New York",49160,954,26516,638,22644,666
36081,"Queens County, New York",1056361,4060,567568,2669,488793,3313
36083,"Rensselaer County, New York",78105,1026,39723,726,38382,732
36085,"Richmond County, New York",204225,1535,108556,1196,95669,1139
36087,"Rockland County, New York",141339,1501,74709,978,66630,1071
36089,"St. Lawrence County, New York",44048,928,22654,672,21394,578
36091,"Saratoga County, New York",111918,1182,59605,774,52313,907
36093,"Schenectady County, New York",72446,892,36763,714,35683,674
36095,"Schoharie County, New York",14110,397,7547,241,6563,280
36097,"Schuyler County, New York",8124,364,4236,226,3888,239
36099,"Seneca County, New York",15088,398,7731,309,7357,257
36101,"Steuben County, New York",42509,665,22412,440,20097,398
36103,"Suffolk County, New York",716555,3257,380876,2134,335679,2188
36105,"Sullivan County, New York",31356,886,16100,693,15256,473
36107,"Tioga County, New York",23596,506,12365,403,11231,361
36109,"Tompkins County, New York",47977,1124,24543,839,23434,733
36111,"Ulster County, New York",83370,1356,42745,1023,40625,754
36113,"Warren County, New York",31145,565,16050,434,15095,376
36115,"Washington County, New York",27576,639,14256,483,13320,423
36117,"Wayne County, New York",42544,790,22194,505,20350,541
36119,"Westchester County, New York",450146,2650,236374,1839,213772,1622
36121,"Wyoming County, New York",18243,379,9859,362,8384,297
36123,"Yates County, New York",11332,314,5805,215,5527,242
37001,"Alamance County, North Carolina",68462,1043,34361,726,34101,847
37003,"Alexander County, North Carolina",15786,598,8611,421,7175,411
37005,"Alleghany County, North Carolina",4056,280,2341,203,1715,182
37007,"Anson County, North Carolina",9493,608,5005,440,4488,382
37009,"Ashe County, North Carolina",11487,469,6368,317,5119,318
37011,"Avery County, North Carolina",6756,437,3649,393,3107,263
37013,"Beaufort County, North Carolina",18108,693,9151,373,8957,569
37015,"Bertie County, North Carolina",7035,503,3389,407,3646,264
37017,"Bladen County, North Carolina",12768,719,6565,492,6203,473
37019,"Brunswick County, North Carolina",43001,1338,22711,753,20290,950
37021,"Buncombe County, North Carolina",113551,1693,56728,1227,56823,1128
37023,"Burke County, North Carolina",35930,887,18901,632,17029,589
37025,"Cabarrus County, North Carolina",82886,1493,42704,1010,40182,918
37027,"Caldwell County, North Carolina",32529,916,17350,599,15179,641
37029,"Camden County, North Carolina",4441,229,2306,176,2135,160
37031,"Carteret County, North Carolina",30135,734,15919,478,14216,516
37033,"Caswell County, North Carolina",8816,436,4458,306,4358,264
37035,"Catawba County, North Carolina",68924,1101,36138,725,32786,722
37037,"Chatham County, North Carolina",28472,810,15511,524,12961,538
37039,"Cherokee County, North Carolina",9344,528,4842,410,4502,346
37041,"Chowan County, North Carolina",5650,395,3104,293,2546,229
37043,"Clay County, North Carolina",3841,347,2044,207,1797,239
37045,"Cleveland County, North Carolina",39069,916,19971,638,19098,555
37047,"Columbus County, North Carolina",20600,805,10118,638,10482,494
37049,"Craven County, North Carolina",45070,922,25933,706,19137,627
37051,"Cumberland County, North Carolina",141634,1311,77040,1006,64594,1002
37053,"Currituck County, North Carolina",11620,465,6307,316,5313,308
37055,"Dare County, North Carolina",18222,502,9659,339,8563,354
37057,"Davidson County, North Carolina",70127,1220,36976,833,33151,847
37059,"Davie County, North Carolina",17774,562,9428,340,8346,403
37061,"Duplin County, North Carolina",24106,842,13597,604,10509,522
37063,"Durham County, North Carolina",136578,1524,67376,1027,69202,1198
37065,"Edgecombe County, North Carolina",20971,604,10072,413,10899,472
37067,"Forsyth County, North Carolina",158509,1805,80762,1209,77747,1108
37069,"Franklin County, North Carolina",25594,762,13659,599,11935,486
37071,"Gaston County, North Carolina",88175,1229,45848,875,42327,899
37073,"Gates County, North Carolina",4921,283,2421,169,2500,189
37075,"Graham County, North Carolina",3074,285,1623,177,1451,204
37077,"Granville County, North Carolina",23472,700,12077,510,11395,472
37079,"Greene County, North Carolina",8043,407,4279,343,3764,230
37081,"Guilford County, North Carolina",227653,1921,116144,1446,111509,1358
37083,"Halifax County, North Carolina",18861,583,8536,477,10325,416
37085,"Harnett County, North Carolina",48776,978,26541,617,22235,651
37087,"Haywood County, North Carolina",24075,767,12733,476,11342,541
37089,"Henderson County, North Carolina",44060,937,23342,812,20718,676
37091,"Hertford County, North Carolina",8050,585,3677,441,4373,265
37093,"Hoke County, North Carolina",19557,765,10445,523,9112,501
37095,"Hyde County, North Carolina",2113,245,1182,214,931,185
37097,"Iredell County, North Carolina",71830,1278,38890,756,32940,969
37099,"Jackson County, North Carolina",17044,701,8674,510,8370,461
37101,"Johnston County, North Carolina",77425,1359,41130,788,36295,1022
37103,"Jones County, North Carolina",4132,242,2186,147,1946,171
37105,"Lee County, North Carolina",25035,673,13123,481,11912,494
37107,"Lenoir County, North Carolina",23870,641,12329,446,11541,484
37109,"Lincoln County, North Carolina",35435,892,19165,645,16270,515
37111,"McDowell County, North Carolina",16742,674,9145,465,7597,444
37113,"Macon County, North Carolina",12574,565,6670,389,5904,378
37115,"Madison County, North Carolina",8647,426,4450,281,4197,293
37117,"Martin County, North Carolina",8911,417,4449,284,4462,287
37119,"Mecklenburg County, North Carolina",474551,2512,246936,1890,227615,1800
37121,"Mitchell County, North Carolina",5720,356,3103,242,2617,232
37123,"Montgomery County, North Carolina",10068,495,5167,324,4901,351
37125,"Moore County, North Carolina",36037,948,18617,543,17420,676
37127,"Nash County, North Carolina",39564,986,19919,672,19645,680
37129,"New Hanover County, North Carolina",100078,1626,51480,975,48598,993
37131,"Northampton County, North Carolina",7074,456,3299,347,3775,309
37133,"Onslow County, North Carolina",88290,1276,58547,919,29743,819
37135,"Orange County, North Carolina",66130,1281,33026,880,33104,800
37137,"Pamlico County, North Carolina",5152,283,2527,214,2625,154
37139,"Pasquotank County, North Carolina",17383,615,9171,401,8212,430
37141,"Pender County, North Carolina",22515,732,12427,552,10088,465
37143,"Perquimans County, North Carolina",4801,307,2664,209,2137,229
37145,"Person County, North Carolina",16025,658,8199,398,7826,436
37147,"Pitt County, North Carolina",79120,1222,38549,987,40571,972
37149,"Polk County, North Carolina",8115,419,4230,302,3885,236
37151,"Randolph County, North Carolina",60708,1317,32351,850,28357,790
37153,"Richmond County, North Carolina",16706,579,8395,412,8311,409
37155,"Robeson County, North Carolina",46345,908,22956,736,23389,551
37157,"Rockingham County, North Carolina",36910,970,19194,611,17716,725
37159,"Rowan County, North Carolina",55013,1047,29006,697,26007,798
37161,"Rutherford County, North Carolina",24196,739,12903,490,11293,521
37163,"Sampson County, North Carolina",25806,766,13915,506,11891,480
37165,"Scotland County, North Carolina",10746,542,5127,440,5619,376
37167,"Stanly County, North Carolina",24773,707,12700,401,12073,569
37169,"Stokes County, North Carolina",19154,617,10277,404,8877,470
37171,"Surry County, North Carolina",29929,783,15563,554,14366,567
37173,"Swain County, North Carolina",5125,360,2654,302,2471,212
37175,"Transylvania County, North Carolina",12835,564,6599,362,6236,389
37177,"Tyrrell County, North Carolina",1315,202,757,158,558,116
37179,"Union County, North Carolina",94747,1385,51726,805,43021,934
37181,"Vance County, North Carolina",16893,766,7916,486,8977,469
37183,"Wake County, North Carolina",476327,2717,251381,1814,224946,2103
37185,"Warren County, North Carolina",6983,390,3506,318,3477,246
37187,"Washington County, North Carolina",4231,404,2149,244,2082,255
37189,"Watauga County, North Carolina",23209,916,12318,568,10891,696
37191,"Wayne County, North Carolina",52570,1242,28417,785,24153,815
37193,"Wilkes County, North Carolina",25493,804,13599,566,11894,522
37195,"Wilson County, North Carolina",33329,886,16944,583,16385,673
37197,"Yadkin County, North Carolina",15882,554,8417,396,7465,435
37199,"Yancey County, North Carolina",6746,328,3780,246,2966,211
38001,"Adams County, North Dakota",1285,80,705,63,580,54
38003,"Barnes County, North Dakota",5729,207,3156,177,2573,136
38005,"Benson County, North Dakota",2448,105,1285,79,1163,63
38007,"Billings County, North Dakota",505,82,299,69,206,33
38009,"Bottineau County, North Dakota",3207,163,1879,103,1328,99
38011,"Bowman County, North Dakota",1618,79,895,50,723,50
38013,"Burke County, North Dakota",1071,90,651,68,420,45
38015,"Burleigh County, North Dakota",47516,682,24232,437,23284,438
38017,"Cass County, North Dakota",91030,1077,48040,780,42990,673
38019,"Cavalier County, North Dakota",1865,108,1093,81,772,53
38021,"Dickey County, North Dakota",2674,115,1422,102,1252,73
38023,"Divide County, North Dakota",1206,67,708,47,498,48
38025,"Dunn County, North Dakota",1930,122,1116,102,814,78
38027,"Eddy County, North Dakota",1224,64,679,55,545,40
38029,"Emmons County, North Dakota",1579,78,865,59,714,51
38031,"Foster County, North Dakota",1743,62,1010,36,733,52
38033,"Golden Valley County, North Dakota",911,78,460,49,451,57
38035,"Grand Forks County, North Dakota",37692,605,20377,442,17315,415
38037,"Grant County, North Dakota",1235,65,701,51,534,44
38039,"Griggs County, North Dakota",1199,60,661,52,538,38
38041,"Hettinger County, North Dakota",1142,68,642,49,500,51
38043,"Kidder County, North Dakota",1312,82,746,58,566,57
38045,"LaMoure County, North Dakota",2074,73,1193,57,881,57
38047,"Logan County, North Dakota",944,69,521,40,423,50
38049,"McHenry County, North Dakota",2752,114,1585,72,1167,87
38051,"McIntosh County, North Dakota",1308,67,665,36,643,54
38053,"McKenzie County, North Dakota",4054,178,2417,107,1637,116
38055,"McLean County, North Dakota",4403,141,2355,88,2048,97
38057,"Mercer County, North Dakota",4242,185,2349,126,1893,124
38059,"Morton County, North Dakota",15678,354,8173,285,7505,250
38061,"Mountrail County, North Dakota",4390,181,2669,147,1721,112
38063,"Nelson County, North Dakota",1509,82,848,60,661,47
38065,"Oliver County, North Dakota",829,78,478,53,351,49
38067,"Pembina County, North Dakota",3625,107,2016,81,1609,81
38069,"Pierce County, North Dakota",2123,155,1129,105,994,94
38071,"Ramsey County, North Dakota",6136,224,3313,138,2823,163
38073,"Ransom County, North Dakota",2736,108,1515,77,1221,73
38075,"Renville County, North Dakota",1339,75,785,61,554,49
38077,"Richland County, North Dakota",8654,212,4730,185,3924,148
38079,"Rolette County, North Dakota",4827,236,2249,178,2578,148
38081,"Sargent County, North Dakota",2004,59,1139,41,865,41
38083,"Sheridan County, North Dakota",687,66,409,40,278,42
38085,"Sioux County, North Dakota",1274,83,593,54,681,61
38087,"Slope County, North Dakota",388,50,260,40,128,22
38089,"Stark County, North Dakota",15289,283,8440,209,6849,265
